#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.626644E+02   0.533669E+02   0.521245E+02   0.464730E-09  -0.447133E-09   0.225181E-04   0.529149E+02   0.531619E+02   0.529149E+02  -0.121644E-05   0.261914E+02   0.257499E+02   0.235037E-05
   0.632942E+02   0.523847E+02   0.511463E+02   0.446770E-09  -0.430258E-09   0.216659E-04   0.519379E+02   0.521803E+02   0.519379E+02  -0.119398E-05   0.257085E+02   0.252665E+02   0.232927E-05
   0.639303E+02   0.514203E+02   0.501858E+02   0.429494E-09  -0.414019E-09   0.208444E-04   0.509786E+02   0.512166E+02   0.509786E+02  -0.117193E-05   0.252343E+02   0.247919E+02   0.230835E-05
   0.645728E+02   0.504736E+02   0.492428E+02   0.412879E-09  -0.398395E-09   0.200532E-04   0.500370E+02   0.502705E+02   0.500370E+02  -0.115028E-05   0.247688E+02   0.243260E+02   0.228760E-05
   0.652217E+02   0.495441E+02   0.483170E+02   0.396897E-09  -0.383357E-09   0.192928E-04   0.491123E+02   0.493416E+02   0.491123E+02  -0.112902E-05   0.243118E+02   0.238685E+02   0.226702E-05
   0.658772E+02   0.486315E+02   0.474080E+02   0.381525E-09  -0.368887E-09   0.185630E-04   0.482045E+02   0.484296E+02   0.482045E+02  -0.110816E-05   0.238631E+02   0.234194E+02   0.224661E-05
   0.665393E+02   0.477354E+02   0.465155E+02   0.366740E-09  -0.354962E-09   0.178584E-04   0.473133E+02   0.475342E+02   0.473133E+02  -0.108767E-05   0.234225E+02   0.229784E+02   0.222637E-05
   0.672080E+02   0.468559E+02   0.456393E+02   0.352521E-09  -0.341564E-09   0.171808E-04   0.464383E+02   0.466551E+02   0.464383E+02  -0.106755E-05   0.229900E+02   0.225455E+02   0.220629E-05
   0.678835E+02   0.459922E+02   0.447790E+02   0.338845E-09  -0.328669E-09   0.165284E-04   0.455792E+02   0.457920E+02   0.455792E+02  -0.104780E-05   0.225654E+02   0.221204E+02   0.218638E-05
   0.685657E+02   0.451443E+02   0.439344E+02   0.325691E-09  -0.316261E-09   0.159011E-04   0.447358E+02   0.449446E+02   0.447358E+02  -0.102841E-05   0.221484E+02   0.217031E+02   0.216663E-05
   0.692548E+02   0.443118E+02   0.431052E+02   0.313040E-09  -0.304321E-09   0.152981E-04   0.439077E+02   0.441127E+02   0.439077E+02  -0.100938E-05   0.217391E+02   0.212934E+02   0.214703E-05
   0.699508E+02   0.434946E+02   0.422911E+02   0.300874E-09  -0.292832E-09   0.147182E-04   0.430948E+02   0.432960E+02   0.430948E+02  -0.990690E-06   0.213373E+02   0.208911E+02   0.212760E-05
   0.706539E+02   0.426922E+02   0.414918E+02   0.289173E-09  -0.281775E-09   0.141590E-04   0.422966E+02   0.424941E+02   0.422966E+02  -0.972341E-06   0.209427E+02   0.204962E+02   0.210833E-05
   0.713640E+02   0.419044E+02   0.407070E+02   0.277919E-09  -0.271135E-09   0.136222E-04   0.415130E+02   0.417068E+02   0.415130E+02  -0.954327E-06   0.205554E+02   0.201084E+02   0.208921E-05
   0.720812E+02   0.411310E+02   0.399365E+02   0.267097E-09  -0.260897E-09   0.131043E-04   0.407437E+02   0.409339E+02   0.407437E+02  -0.936640E-06   0.201751E+02   0.197277E+02   0.207024E-05
   0.728056E+02   0.403717E+02   0.391802E+02   0.256690E-09  -0.251046E-09   0.126064E-04   0.399884E+02   0.401751E+02   0.399884E+02  -0.919278E-06   0.198018E+02   0.193540E+02   0.205143E-05
   0.735373E+02   0.396262E+02   0.384375E+02   0.246681E-09  -0.241565E-09   0.121284E-04   0.392469E+02   0.394301E+02   0.392469E+02  -0.902231E-06   0.194352E+02   0.189871E+02   0.203277E-05
   0.742764E+02   0.388944E+02   0.377084E+02   0.237055E-09  -0.232442E-09   0.116671E-04   0.385189E+02   0.386987E+02   0.385189E+02  -0.885495E-06   0.190754E+02   0.186268E+02   0.201426E-05
   0.750229E+02   0.381758E+02   0.369925E+02   0.227799E-09  -0.223664E-09   0.112252E-04   0.378041E+02   0.379806E+02   0.378041E+02  -0.869064E-06   0.187220E+02   0.182732E+02   0.199589E-05
   0.757768E+02   0.374705E+02   0.362898E+02   0.218898E-09  -0.215217E-09   0.107975E-04   0.371025E+02   0.372757E+02   0.371025E+02  -0.852934E-06   0.183752E+02   0.179260E+02   0.197768E-05
   0.765384E+02   0.367779E+02   0.355999E+02   0.210339E-09  -0.207088E-09   0.103874E-04   0.364136E+02   0.365836E+02   0.364136E+02  -0.837097E-06   0.180347E+02   0.175851E+02   0.195960E-05
   0.773076E+02   0.360980E+02   0.349225E+02   0.202108E-09  -0.199266E-09   0.999274E-05   0.357372E+02   0.359041E+02   0.357372E+02  -0.821549E-06   0.177004E+02   0.172504E+02   0.194168E-05
   0.780846E+02   0.354305E+02   0.342574E+02   0.194193E-09  -0.191739E-09   0.961262E-05   0.350732E+02   0.352370E+02   0.350732E+02  -0.806285E-06   0.173722E+02   0.169218E+02   0.192389E-05
   0.788694E+02   0.347752E+02   0.336045E+02   0.186583E-09  -0.184496E-09   0.924818E-05   0.344214E+02   0.345820E+02   0.344214E+02  -0.791299E-06   0.170499E+02   0.165992E+02   0.190625E-05
   0.796620E+02   0.341319E+02   0.329636E+02   0.179265E-09  -0.177527E-09   0.889626E-05   0.337814E+02   0.339391E+02   0.337814E+02  -0.776589E-06   0.167336E+02   0.162826E+02   0.188874E-05
   0.804626E+02   0.335003E+02   0.323343E+02   0.172229E-09  -0.170821E-09   0.855777E-05   0.331531E+02   0.333079E+02   0.331531E+02  -0.762145E-06   0.164231E+02   0.159717E+02   0.187138E-05
   0.812713E+02   0.328802E+02   0.317165E+02   0.165463E-09  -0.164367E-09   0.823221E-05   0.325363E+02   0.326882E+02   0.325363E+02  -0.747965E-06   0.161182E+02   0.156664E+02   0.185415E-05
   0.820881E+02   0.322715E+02   0.311100E+02   0.158958E-09  -0.158157E-09   0.791913E-05   0.319308E+02   0.320798E+02   0.319308E+02  -0.734044E-06   0.158188E+02   0.153668E+02   0.183706E-05
   0.829131E+02   0.316739E+02   0.305145E+02   0.152703E-09  -0.152183E-09   0.761755E-05   0.313363E+02   0.314826E+02   0.313363E+02  -0.720378E-06   0.155250E+02   0.150726E+02   0.182010E-05
   0.837464E+02   0.310872E+02   0.299299E+02   0.146690E-09  -0.146433E-09   0.732791E-05   0.307527E+02   0.308962E+02   0.307527E+02  -0.706961E-06   0.152365E+02   0.147838E+02   0.180327E-05
   0.845881E+02   0.305112E+02   0.293560E+02   0.140908E-09  -0.140900E-09   0.704868E-05   0.301797E+02   0.303206E+02   0.301797E+02  -0.693789E-06   0.149533E+02   0.145002E+02   0.178658E-05
   0.854382E+02   0.299457E+02   0.287926E+02   0.135349E-09  -0.135576E-09   0.678082E-05   0.296172E+02   0.297554E+02   0.296172E+02  -0.680858E-06   0.146752E+02   0.142219E+02   0.177002E-05
   0.862968E+02   0.293906E+02   0.282395E+02   0.130005E-09  -0.130453E-09   0.652289E-05   0.290650E+02   0.292007E+02   0.290650E+02  -0.668164E-06   0.144023E+02   0.139486E+02   0.175358E-05
   0.871641E+02   0.288456E+02   0.276964E+02   0.124866E-09  -0.125524E-09   0.627366E-05   0.285228E+02   0.286560E+02   0.285228E+02  -0.655701E-06   0.141343E+02   0.136803E+02   0.173728E-05
   0.880401E+02   0.283106E+02   0.271633E+02   0.119927E-09  -0.120780E-09   0.603504E-05   0.279906E+02   0.281213E+02   0.279906E+02  -0.643465E-06   0.138712E+02   0.134170E+02   0.172110E-05
   0.889250E+02   0.277853E+02   0.266399E+02   0.115178E-09  -0.116216E-09   0.580480E-05   0.274681E+02   0.275963E+02   0.274681E+02  -0.631454E-06   0.136129E+02   0.131584E+02   0.170504E-05
   0.898187E+02   0.272697E+02   0.261261E+02   0.110612E-09  -0.111824E-09   0.558373E-05   0.269552E+02   0.270810E+02   0.269552E+02  -0.619662E-06   0.133594E+02   0.129046E+02   0.168911E-05
   0.907214E+02   0.267635E+02   0.256217E+02   0.106224E-09  -0.107597E-09   0.537124E-05   0.264516E+02   0.265751E+02   0.264516E+02  -0.608085E-06   0.131105E+02   0.126554E+02   0.167330E-05
   0.916330E+02   0.262666E+02   0.251266E+02   0.102006E-09  -0.103532E-09   0.516656E-05   0.259573E+02   0.260785E+02   0.259573E+02  -0.596723E-06   0.128662E+02   0.124108E+02   0.165762E-05
   0.925540E+02   0.257787E+02   0.246404E+02   0.979505E-10  -0.996184E-10   0.496954E-05   0.254720E+02   0.255909E+02   0.254720E+02  -0.585566E-06   0.126263E+02   0.121706E+02   0.164206E-05
   0.934842E+02   0.252998E+02   0.241632E+02   0.940522E-10  -0.958531E-10   0.477962E-05   0.249955E+02   0.251122E+02   0.249955E+02  -0.574613E-06   0.123907E+02   0.119349E+02   0.162661E-05
   0.944237E+02   0.248296E+02   0.236947E+02   0.903052E-10  -0.922300E-10   0.459764E-05   0.245278E+02   0.246423E+02   0.245278E+02  -0.563860E-06   0.121595E+02   0.117034E+02   0.161129E-05
   0.953727E+02   0.243680E+02   0.232347E+02   0.867034E-10  -0.887437E-10   0.442196E-05   0.240686E+02   0.241810E+02   0.240686E+02  -0.553304E-06   0.119326E+02   0.114762E+02   0.159608E-05
   0.963313E+02   0.239148E+02   0.227832E+02   0.832415E-10  -0.853891E-10   0.425330E-05   0.236179E+02   0.237281E+02   0.236179E+02  -0.542942E-06   0.117098E+02   0.112532E+02   0.158098E-05
   0.972995E+02   0.234700E+02   0.223399E+02   0.799141E-10  -0.821612E-10   0.409093E-05   0.231753E+02   0.232835E+02   0.231753E+02  -0.532769E-06   0.114910E+02   0.110342E+02   0.156600E-05
   0.982773E+02   0.230333E+02   0.219047E+02   0.767160E-10  -0.790552E-10   0.393480E-05   0.227409E+02   0.228471E+02   0.227409E+02  -0.522782E-06   0.112763E+02   0.108193E+02   0.155114E-05
   0.992649E+02   0.226047E+02   0.214776E+02   0.736428E-10  -0.760671E-10   0.378476E-05   0.223145E+02   0.224187E+02   0.223145E+02  -0.512980E-06   0.110655E+02   0.106083E+02   0.153639E-05
   0.100263E+03   0.221838E+02   0.210583E+02   0.706887E-10  -0.731913E-10   0.364024E-05   0.218959E+02   0.219981E+02   0.218959E+02  -0.503356E-06   0.108586E+02   0.104012E+02   0.152175E-05
